,level_0,user_id,lang,date,is_weekend,year,text,lat,lng,governorate,area,links,index,place_id,types
1002,1002,1520681200.0,en,2019-04-26 23:08:00,True,2019,"I'm at Cinescape - @mall360 in Kuwait City, Mubarak Al-Kabeer w/ @salehsafarx @baderalobaidly3 @iamqais8 ",29.318539,48.06333,Hawalli,Rumaithiya,['https://t.co/JxaSiNl4DF'],4.0,GhIJJICbxYtRPUARh22LMhsISEA,"['street_address', 'premise', 'establishment', 'point_of_interest', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1003,1003,1520681200.0,ca,2019-08-20 17:37:00,False,2019,"Touched Down🛬. (@ Kuwait International Airport in Al Farwānīyah, Al Farwaniyah) ",29.24048,47.971405,Farwaniya,Airport,['https://t.co/rYSv2pcyRf'],1.0,GhIJklfnGJA9PUAR3xXB_1b8R0A,"['airport', 'establishment', 'point_of_interest', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
1004,1004,2763204000.0,en,2018-04-20 17:42:00,True,2018,"I'm at Souq Al Mubarakiya in Kuwait City, Al Asimah ",29.37445,47.973793,Capital,Qibla,['https://t.co/tNvmMEn6jW'],2.0,GhIJufyH9NtfPUARcAnAP6X8R0A,"['establishment', 'lodging', 'point_of_interest', 'street_address', 'plus_code', 'route', 'street_address', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1005,1005,7.3e+17,en,2018-04-30 07:09:00,False,2018,I'm at Subah alsalem block 7 in Al Farwaniyah Governate ,29.251434,48.07632,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/3TiGOhlOl3'],4.0,GhIJPBqH-l1APUAR7gOQ2sQJSEA,"['premise', 'establishment', 'point_of_interest', 'street_address', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1007,1007,7.3e+17,en,2017-12-29 11:27:00,True,2017,I'm at Subah alsalem block 7 in Al Farwaniyah Governate ,29.251434,48.07632,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/MDKqrTnW4f'],4.0,GhIJPBqH-l1APUAR7gOQ2sQJSEA,"['premise', 'establishment', 'point_of_interest', 'street_address', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1010,1010,7.3e+17,en,2018-04-18 17:10:00,False,2018,I'm at Gulf University for Science &amp; Technology - @gust_official in Kuwait w/ @ghadoor__97 ,29.27387,48.05341,Hawalli,Mubarak Al-Abdullah Al-Gaber,['https://t.co/PycGIvZAXj'],1.0,GhIJBFslWBxGPUARwqONI9YGSEA,"['establishment', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1011,1011,7.3e+17,un,2019-06-24 12:37:00,False,2019,"I'm at مستوصف الاحمدي in Kuwait, Al Ahmadi ",29.078396,48.082962,Ahmadi,East Ahmadi,['https://t.co/jy954JFbdu'],,,
1012,1012,7.3e+17,en,2018-11-30 21:55:00,True,2018,"I'm at @AlShaheedPark in Kuwait City, Al Kuwayt w/ @ejfeen ",29.369656,47.993584,Capital,Hadeyk Al-Soor,['https://t.co/bBVlu4OHsu'],2.0,GhIJKsWOxqFePUARGOqwwi3_R0A,"['establishment', 'park', 'point_of_interest', 'tourist_attraction', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1014,1014,292179230.0,tl,2018-05-29 02:02:00,False,2018,"I'm at @PizzaExpress in Farwaniya, Al Farwaniyah ",29.240519,47.970936,Farwaniya,Airport,['https://t.co/DQvnkkka2U'],2.0,GhIJDhE3p5I9PUARKUF_oUf8R0A,"['airport', 'establishment', 'point_of_interest', 'bus_station', 'establishment', 'point_of_interest', 'transit_station', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
1015,1015,292179230.0,ca,2019-01-26 00:21:00,True,2019,"I'm at مطار الكويت الدولي in Al Farwānīyah, Al Farwaniyah w/ @crazymo0odapp ",29.240772,47.971035,Farwaniya,Airport,['https://t.co/WYTEPBYu8q'],1.0,GhIJ4srZO6M9PUARvCL430r8R0A,"['airport', 'establishment', 'point_of_interest', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
1016,1016,552994000.0,en,2018-10-04 21:34:00,False,2018,I'm at Sabah Alnasser Area in Al Asimah ,29.373766,47.97989,Capital,Qibla,['https://t.co/PIan6QangE'],4.0,GhIJU1vqIK9fPUARttYXCW39R0A,"['establishment', 'point_of_interest', 'street_address', 'premise', 'street_address', 'plus_code', 'route', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1017,1017,2853632300.0,ca,2018-03-18 14:17:00,False,2018,"I'm at كلية الآداب - @k_university in Kaifan, Al Asimah ",29.339937,47.951015,Capital,Keefan,['https://t.co/PmZVxImeXj'],2.0,GhIJSrN5HAZXPUARsoAJ3Lr5R0A,"['establishment', 'point_of_interest', 'school', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
1018,1018,725150340.0,en,2019-09-03 19:41:00,False,2019,"I'm at Toby’s Estate in Kuwait City, Al Kuwayt ",29.341185,47.941998,Capital,Shuwaikh Industrial - 1,['https://t.co/RBRbB7sbdd'],4.0,GhIJweJw5ldXPUAR3nL1Y5P4R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'street_address', 'premise', 'route', 'plus_code', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1019,1019,9.35e+17,en,2020-02-24 22:45:00,False,2020,I'm at Kuwait Towers - @kuwaittourism in Kuwait ,29.388205,48.002766,Capital,Al Wagha Al Bahrya,['https://t.co/MkqaC83uLm'],1.0,GhIJyCQjZ2FjPUARN8XjoloASEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1020,1020,9.35e+17,en,2020-02-23 01:01:00,False,2020,"I'm at @Starbucks in Kuwait City, Al Asimah ",29.357145,47.99838,Capital,Mansouriya,['https://t.co/JVyQLin7w8'],2.0,GhIJEO7O2m1bPUARgH106sr_R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
1021,1021,9.35e+17,en,2020-07-02 19:19:00,False,2020,I'm at Kuwait City in Kuwait ,29.37808,47.97339,Capital,Qibla,['https://t.co/FZaO0gFWE9'],,,
1022,1022,9.35e+17,un,2019-12-20 01:19:00,True,2019,"I'm at Bowling Centre in السالمية, Hawalli w/ @al7addad_284 ",29.340717,48.085236,Hawalli,Salmiya,['https://t.co/WtGiSti8oT'],,,
1023,1023,9.35e+17,en,2018-06-19 15:53:00,False,2018,I'm at kuwait ,29.233267,47.968037,Farwaniya,Airport,['https://t.co/cYHFhijgDp'],0.0,GhIJbDzYYrc7PUARsijsouj7R0A,"['plus_code', 'route', 'airport', 'establishment', 'point_of_interest', 'administrative_area_level_1', 'political', 'country', 'political']"
1024,1024,9.35e+17,ca,2018-11-15 20:52:00,False,2018,"I'm at Grand Avenue in Kuwait, Al ‘Āşimah w/ @mhamadalmarri ",29.303225,47.938515,Farwaniya,Al-Rai,['https://t.co/RDa2pgfZ7f'],1.0,GhIJYVRSJ6BNPUARGOdvQiH4R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'plus_code', 'street_address', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
1026,1026,7.54e+17,un,2018-01-27 02:13:00,True,2018,"I'm at Zahra in Al-Zahrā', Al Asimah w/ @amina247_ ",29.277443,47.996387,Hawalli,Zahra,['https://t.co/vYJaQQjX7f'],4.0,GhIJD4EjgQZHPUARbJT1m4n_R0A,"['premise', 'establishment', 'lodging', 'point_of_interest', 'street_address', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1027,1027,7.54e+17,en,2019-06-29 21:21:00,True,2019,I'm at Mug Coffee House Alkout in Al Ahmadi ,29.080757,48.142113,Ahmadi,Fahaheel,['https://t.co/wkEUAGJryA'],,,
1028,1028,7.54e+17,ar,2019-07-29 16:14:00,False,2019,استودعكم الله ❤️ ,29.237484,47.97165,Farwaniya,Airport,['https://t.co/iyzMiaqiGc'],0.0,GhIJwlJdwMs8PUARRpT2Bl_8R0A,"['plus_code', 'airport', 'establishment', 'point_of_interest', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
1029,1029,7.54e+17,ar,2018-09-03 23:41:00,False,2018,"نورت الكويت اي والله بقدومي طبعاً . (@ مطار الكويت الدولي in Al Farwānīyah, Al Farwaniyah w/ @alsl6any_ @fotb15… ",29.240566,47.970787,Farwaniya,Airport,['https://t.co/W39ttIUbWc'],,,
1030,1030,7.54e+17,en,2018-01-08 21:49:00,False,2018,"I'm at @AlShaheedPark in Kuwait City, Al Kuwayt ",29.369656,47.993584,Capital,Hadeyk Al-Soor,['https://t.co/vulo1zEFtl'],2.0,GhIJKsWOxqFePUARGOqwwi3_R0A,"['establishment', 'park', 'point_of_interest', 'tourist_attraction', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1031,1031,7.54e+17,un,2019-12-07 18:09:00,True,2019,"I'm at ساحة الصفاة in Kuwait City, Al Asimah ",29.371449,47.973366,Capital,Qibla,['https://t.co/Qtg0yu91Cl'],1.0,GhIJxCEbSBdfPUAR6ITQQZf8R0A,"['establishment', 'finance', 'point_of_interest', 'plus_code', 'street_address', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1032,1032,7.54e+17,un,2018-01-06 00:09:00,True,2018,"I'm at مستشفى الفروانية in Farwaniya, Al Farwaniyah Governate ",29.270203,47.905487,Farwaniya,Sabah Al-Nasser,['https://t.co/CL09Kox73w'],2.0,GhIJ9UcYBixFPUARAfp9_-bzR0A,"['premise', 'establishment', 'health', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1033,1033,7.54e+17,tl,2018-11-29 20:03:00,False,2018,"I'm at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer w/ @aafalfehaid ",29.260714,48.021927,Mubarak Al-Kabeer,Wosta,['https://t.co/e49YtPWYRx'],1.0,GhIJ_ZsXJ75CPUARH_MBgc4CSEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
1034,1034,1.14e+18,ar,2019-06-30 21:48:00,False,2019,اللهم ارحم من غاب عنا غيابًا أبديا، اللهم ابعث له نورًا إلى يوم يبعثون .Baba 3ood ❤️ (@ Shamiya) ,29.350418,47.967503,Capital,Shammiya,['https://t.co/bJ22zJ5Dj8'],4.0,GhIJAu55_rRZPUARFeRnI9f7R0A,"['street_address', 'establishment', 'point_of_interest', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
1036,1036,1.14e+18,un,2020-02-12 13:25:00,False,2020,,29.340908,47.91765,Capital,Shuwaikh Education,['https://t.co/CFadDBR0HE'],,,
1037,1037,1.14e+18,ca,2020-02-27 12:24:00,False,2020,هنا الكويت 🇰🇼 (@ Jazeera airways Gats) ,29.241371,47.9729,Farwaniya,Airport,['https://t.co/pScyxoonpB'],,,
1038,1038,1.14e+18,ar,2022-04-22 16:12:00,True,2022,السلام على اهل لا اله الا الله💚 (@ المقبرة الجعفرية || Jaafari cemetery) ,29.304842,47.831543,Jahra,Maqbara,['https://t.co/p3Fije0rZw'],,,
1039,1039,1.14e+18,tr,2019-12-12 18:45:00,False,2019,I'm at Abu Alhasani Beach in Mubarak Al-Kabeer ,29.208485,48.109287,Mubarak Al-Kabeer,Abu Ftaira,['https://t.co/nJpxZbH4bN'],,,
1040,1040,1.14e+18,in,2020-09-25 00:39:00,True,2020,I'm at Khairan in Al Khiran ,28.662695,48.335606,Ahmadi,Sabah Al-Ahmad Al-Bahrya,['https://t.co/C83oVIOG5X'],2.0,GhIJBDkoYaapPEARsistI_UqSEA,"['premise', 'establishment', 'lodging', 'point_of_interest', 'plus_code', 'route', 'locality', 'political', 'neighborhood', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1041,1041,1.14e+18,un,2020-09-11 18:46:00,True,2020,"I'm at Bowling Centre in السالمية, Hawalli w/ @failkawy ",29.340717,48.085236,Hawalli,Salmiya,['https://t.co/gQwX2R6LJh'],,,
1042,1042,1.14e+18,en,2020-02-16 19:27:00,False,2020,"I'm at Bartone in Kuwait City, Al Kuwayt ",29.38452,47.991467,Capital,Sharq,['https://t.co/yYRYgvvC9K'],,,
1043,1043,1.14e+18,en,2019-11-01 16:17:00,True,2019,"I'm at CAF Cafe - Jabriya in Jabriya, Hawalli Governorate ",29.323586,48.023014,Hawalli,Jabriya,['https://t.co/uJCcEnTGY1'],4.0,GhIJh3E3iNZSPUAR0axsH_ICSEA,"['establishment', 'place_of_worship', 'point_of_interest', 'premise', 'street_address', 'route', 'plus_code', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1044,1044,1.14e+18,ar,2020-04-18 14:29:00,True,2020,I'm at جابر العلي ,29.158201,48.081924,Ahmadi,Jaber Al-Ali,['https://t.co/1mLlPPDceL'],3.0,GhIJyjFZ3H8oPUAR9mBSfHwKSEA,"['establishment', 'point_of_interest', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
1045,1045,1.14e+18,en,2019-09-17 17:19:00,False,2019,I'm at Notes Coffee in Al Ahmadi ,29.168896,48.099243,Ahmadi,Egaila,['https://t.co/lk8VDMVVQk'],2.0,GhIJ3GysxDwrPUARsK2f_rMMSEA,"['establishment', 'health', 'point_of_interest', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
1046,1046,8.53e+17,in,2018-02-09 17:05:00,True,2018,"I'm at Dasma in Ad-Dasmah, Al Asimah ",29.364668,48.00335,Capital,Dasmah,['https://t.co/bmj7fGYuhz'],3.0,GhIJ0eXN4VpdPUARhjjWxW0ASEA,"['establishment', 'point_of_interest', 'street_address', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
1048,1048,8.53e+17,en,2020-06-24 06:20:00,False,2020,I'm at Adan Hospital ,29.135939,48.096687,Ahmadi,Hadiya,['https://t.co/T9Wu4OwLe0'],2.0,GhIJPUD35cwiPUARY3lXPWAMSEA,"['establishment', 'health', 'hospital', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1049,1049,8.53e+17,en,2019-11-24 12:26:00,False,2019,"I'm at Toby’s Estate in Kuwait City, Al Kuwayt ",29.341185,47.941998,Capital,Shuwaikh Industrial - 1,['https://t.co/TM04XFMgrC'],4.0,GhIJweJw5ldXPUAR3nL1Y5P4R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'street_address', 'premise', 'route', 'plus_code', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1050,1050,8.53e+17,en,2020-02-21 20:06:00,True,2020,"I'm at @Starbucks in Kuwait City, Al Asimah ",29.357145,47.99838,Capital,Mansouriya,['https://t.co/7oF29BclT3'],2.0,GhIJEO7O2m1bPUARgH106sr_R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
1051,1051,8.53e+17,ca,2019-01-23 01:04:00,False,2019,"I'm at بفراشي in Al Riqqa, Al Ahmadi ",29.148232,48.105167,Ahmadi,Reqqa,['https://t.co/1yEUxEH3rP'],,,
1052,1052,8.53e+17,en,2020-08-18 18:09:00,False,2020,"I'm at The Avenues in Kuwait City, Al Farwaniyah Governorate ",29.303034,47.93671,Farwaniya,Al-Rai,['https://t.co/6Q3nr2Vo1q'],1.0,GhIJepPfopNNPUARB-v_HOb3R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
1053,1053,8.53e+17,un,2018-02-10 22:00:00,True,2018,"I'm at Farwania Hospital in Farwaniya, Al Farwaniyah Governate ",29.270203,47.905487,Farwaniya,Sabah Al-Nasser,['https://t.co/B6bHZhIS9J'],2.0,GhIJ9UcYBixFPUARAfp9_-bzR0A,"['premise', 'establishment', 'health', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1054,1054,8.53e+17,en,2020-06-16 01:05:00,False,2020,I'm at Riqqa Area ,29.138508,48.109444,Ahmadi,Reqqa,['https://t.co/tb8w14lUUs'],2.0,GhIJ_zuiQnUjPUARKF_QQgIOSEA,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
1055,1055,8.53e+17,en,2019-01-05 13:02:00,True,2019,"I'm at Qout Market in Kuwait City, Al Kuwait w/ @eialdakheell @ybaloushi_x ",29.371872,47.973938,Capital,Qibla,['https://t.co/J6vquq7gZC'],1.0,GhIJUkzeADNfPUARcyoZAKr8R0A,"['establishment', 'food', 'point_of_interest', 'store', 'plus_code', 'route', 'street_address', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1056,1056,8.53e+17,en,2018-07-05 02:36:00,False,2018,I'm at D1 Merza in Al Kuwayt w/ @s_merza76 @mhmirza66 @a7m26x ,29.358055,48.00598,Capital,Da'ayia,['https://t.co/Chekzu3Ntt'],,,
1057,1057,8.53e+17,un,2020-01-05 20:53:00,False,2020,"نسيت اسوي 🤦🏼‍♂️💔 (@ مروج in Sabhan, Kuwait City, Mubarak Al-kabeer w/ @shahad27xx_) ",29.26062,48.021965,Mubarak Al-Kabeer,Wosta,['https://t.co/Jb7hArwIHu'],,,
1059,1059,198427780.0,en,2019-05-03 19:38:00,True,2019,Credit to @q8am93 : #ابله_اماني.#حبيت_أقول #مساء_الخير #الكويت #نجاح #تحفيز #تدريس #دراسه #تحقيق_الاهداف… ,29.333334,48.083332,Hawalli,Salmiya,['https://t.co/msPA4cuKWG'],5.0,GhIJFaWEYFVVPUAR6lp7n6oKSEA,"['establishment', 'health', 'hospital', 'point_of_interest', 'establishment', 'point_of_interest', 'transit_station', 'premise', 'street_address', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1060,1060,2819926800.0,en,2020-10-05 20:45:00,False,2020,"I'm at M.e’at in Kuwait City, Al Asimah ",29.376432,47.97766,Capital,Sharq,['https://t.co/ROIMathERh'],4.0,GhIJ-Sr52F1gPUARvk1_9iP9R0A,"['establishment', 'point_of_interest', 'street_address', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
1061,1061,2819926800.0,en,2018-04-02 09:59:00,False,2018,"I'm at College of law (KU) in Kuwait City, Al Asimah ",29.34264,47.91507,Capital,Shuwaikh Education,['https://t.co/5ubltsut6T'],1.0,GhIJK01KQbdXPUARfsaFAyH1R0A,"['establishment', 'point_of_interest', 'university', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'country', 'political']"
